,@BBC compound,@BBC positive,@BBC negative,@BBC neutral,@BBC date,@BBC text,@CBS compound,@CBS positive,@CBS negative,@CBS neutral,@CBS date,@CBS text,@CNN compound,@CNN positive,@CNN negative,@CNN neutral,@CNN date,@CNN text,@foxnews compound,@foxnews positive,@foxnews negative,@foxnews neutral,@foxnews date,@foxnews text,@nytimes compound,@nytimes positive,@nytimes negative,@nytimes neutral,@nytimes date,@nytimes text
56,0.0,0.0,0.0,1.0,Mon Mar 05 12:33:12 +0000 2018,"RT @bbcgetinspired: It was a feat some doctors said was impossible. Then Roger Bannister came along.

The first man to run a four-minute mi…",0.8268,0.338,0.0,0.662,Sat Feb 03 12:00:07 +0000 2018,"Relive an entire night's worth of big wins, live performances and many more inspiring moments from The 60th Annual… https://t.co/CH7mJ4Y3QT",-0.3182,0.0,0.155,0.845,Wed Mar 07 13:10:06 +0000 2018,"The production company behind ""Wolf of Wall Street"" will pay the US government $60 million to settle a lawsuit that… https://t.co/cvMVBEIHla",-0.34,0.0,0.194,0.806,Wed Mar 07 15:29:33 +0000 2018,First women attend Marine Combat Training Course at Camp Pendleton. https://t.co/HEs7GW2I0E,-0.8714,0.0,0.42,0.58,Wed Mar 07 10:16:06 +0000 2018,"""Citizens have become traumatized. People are confused and frightened and many more are refusing to return to their… https://t.co/3I9mkvKTWT"
57,0.4199,0.157,0.0,0.843,Mon Mar 05 11:54:02 +0000 2018,"🐋🏊 What an experience!  
This is what it's like to go swimming with whales... 
#AmazingHotels https://t.co/ji90J6Olsj",-0.0772,0.0,0.075,0.925,Fri Feb 02 22:36:13 +0000 2018,RT @swatcbs: ✨@TheTalkCBS' @TheRealEve and @ShemarMoore brought some serious heat to the GRAMMYs red carpet: https://t.co/WYTITKkLQd https:…,0.4588,0.19,0.0,0.81,Wed Mar 07 13:05:54 +0000 2018,"RT @CNNPolitics: Sen. Ted Cruz's Democratic challenger, Beto O'Rourke, says he was encouraged by last night's primary results https://t.co/…",-0.2263,0.0,0.112,0.888,Wed Mar 07 15:27:01 +0000 2018,Sen. @KamalaHarris slammed President @realDonaldTrump and his AG after the Trump @TheJusticeDept filed a lawsuit ag… https://t.co/Lq8M7s1afE,0.4215,0.123,0.0,0.877,Wed Mar 07 10:00:10 +0000 2018,"George Nader, an adviser to the United Arab Emirates who grew close to Steve Bannon and Jared Kushner, is cooperati… https://t.co/EGTzbbvr4L"
58,0.7845,0.33,0.0,0.67,Mon Mar 05 11:37:55 +0000 2018,"❤️ Just adorable. 
How would you react if your daughter won an Oscar? 
#TheSilentChild #Oscars https://t.co/ienD3dDtKX",0.4019,0.144,0.0,0.856,Fri Feb 02 20:07:40 +0000 2018,"The all-star collaboration between @Rihanna, @DJKhaled and @brysontiller brought the party to the #GRAMMYs with a s… https://t.co/jTv5QbtgUp",-0.7184,0.0,0.333,0.667,Wed Mar 07 13:04:04 +0000 2018,"In Trump's White House, the conflict is the chaos | Analysis by @zbyronwolf https://t.co/nIOVMxFu6W https://t.co/UhglhCrQSx",0.0,0.0,0.0,1.0,Wed Mar 07 15:25:40 +0000 2018,House Democratic leaders hold a news conference https://t.co/NrVJtslqyd,0.4404,0.187,0.0,0.813,Wed Mar 07 09:44:01 +0000 2018,RT @nytimesworld: North Korea’s sudden willingness to bargain with the Trump administration over scrapping the North's atomic arsenal raise…
59,0.7717,0.251,0.0,0.749,Mon Mar 05 11:00:11 +0000 2018,"This year's #Oscars have been handed out at the 90th annual Academy Awards in Hollywood. Find out who won, and who… https://t.co/ZxfsMpDVwd",0.4003,0.124,0.0,0.876,Fri Feb 02 19:03:33 +0000 2018,RT @TheTalkCBS: All the #redcarpet looks from the 60th annual #GRAMMYs! Did you catch @TheRealEve's sparkly two-piece suit? Diamond accents…,-0.0772,0.096,0.108,0.797,Wed Mar 07 12:59:37 +0000 2018,"RT @CNNPolitics: Sen. Ted Cruz defends his ad mocking Beto O'Rourke's name, saying it was meant to highlight the Democrat's liberal policy…",0.0,0.0,0.0,1.0,Wed Mar 07 15:22:07 +0000 2018,Trump Administration resignations/firings. https://t.co/xU9KZNRC6I,-0.8126,0.0,0.291,0.709,Wed Mar 07 09:30:06 +0000 2018,"UN investigators have linked Russian forces to a possible war crime in Syria for the first time, reporting that a R… https://t.co/ynSAIA0FwQ"
60,0.8384,0.345,0.0,0.655,Mon Mar 05 10:42:57 +0000 2018,"RT @BBCCornwall: It's #StPiransDay - so cheers to everyone! #GoolPeranLowen 🌮

Bit of fun .. complete this sentence ""You know you're #Corni…",0.6114,0.166,0.0,0.834,Fri Feb 02 17:23:18 +0000 2018,Go backstage with the celebs and see which stars celebrated the big night together! Here are the moments you missed… https://t.co/rgQTXRQyLg,-0.5719,0.117,0.247,0.636,Wed Mar 07 12:49:47 +0000 2018,"Texas Sen. Ted Cruz: ""The extreme left right now is energized. They are angry. They hate the President... That bein… https://t.co/MiLsFEYGb1",0.5267,0.18,0.0,0.82,Wed Mar 07 15:22:03 +0000 2018,"RT @FoxBusiness: .@POTUS: ""I like different points of view, but the White House has a tremendous energy and we have tremendous talent."" htt…",-0.5106,0.0,0.148,0.852,Wed Mar 07 09:16:04 +0000 2018,RT @nytimesworld: A jaywalker who insulted a female police officer has become the first man convicted under a Belgian law against public se…
61,0.8126,0.27,0.0,0.73,Mon Mar 05 10:42:50 +0000 2018,"RT @BBC6Music: 🥟 Gool Peran Lowen / Happy #StPiransDay to all of our 
‘ansom Cornish listeners. 

To celebrate Gwenno is in session for @la…",0.0,0.0,0.0,1.0,Thu Feb 01 22:04:41 +0000 2018,🎶 @DearEvanHansen star Ben Platt gave a soaring performance of a classic Broadway hit. Watch him perform 'Somewhere… https://t.co/HcuizFWo02,-0.1027,0.122,0.139,0.739,Wed Mar 07 12:43:05 +0000 2018,"The powerful ""bomb cyclone"" that battered the Northeast over the weekend also uncovered the wreckage of a ship that… https://t.co/O0nvoa3xWF",0.128,0.081,0.0,0.919,Wed Mar 07 15:15:03 +0000 2018,TONIGHT: Attorney General Jeff Sessions sits down with @ShannonBream for an exclusive interview on “Fox News @ Nigh… https://t.co/iHUGv0EQga,-0.3875,0.0,0.208,0.792,Wed Mar 07 09:02:03 +0000 2018,"Stormy Daniels files suit, claiming Trump never signed ""hush agreement"" https://t.co/M7cjoMjSYQ"
62,0.0,0.0,0.0,1.0,Mon Mar 05 10:09:20 +0000 2018,"RT @BBCRD: Available now! 📲 Download the #Civilisations Augmented Reality app @BBCTaster to explore classic art, objects, and artefacts fro…",0.0,0.0,0.0,1.0,Thu Feb 01 20:09:49 +0000 2018,"🎸 @LittleBigTown, @U2, @BrunoMars and @Pink are just a few of the superstar performers that lit up the stage at The… https://t.co/2v0MNYMItG",0.3818,0.126,0.0,0.874,Wed Mar 07 12:32:25 +0000 2018,"A onetime symbol of integrity, Megan Barry made history as Nashville's first female mayor. But she stepped down aft… https://t.co/ozizgbE0hY",0.34,0.13,0.0,0.87,Wed Mar 07 15:14:59 +0000 2018,".@MarshaBlackburn: ""Secure the Southern border, end chain migration, end the diversity lottery, get this wall built… https://t.co/2aoBbBjypT",-0.5994,0.0,0.187,0.813,Wed Mar 07 08:47:02 +0000 2018,"RT @nytimesworld: As North Korea opens the door to diplomacy, an assassination leads to new American sanctions https://t.co/5EbNUH1qLJ"
63,0.5267,0.227,0.0,0.773,Mon Mar 05 09:58:23 +0000 2018,RT @BBCRadio2: What'sthe first leg of @ZoeTheBall's epic Sport Relief challenge? 🚲 She updates @achrisevans on #HardestRoadHome @sportrelie…,0.1139,0.088,0.0,0.912,Wed Jan 31 21:42:15 +0000 2018,"Don't miss country stars Emmylou Harris and @ChrisStapleton perform a moving rendition of @TomPetty's classic song,… https://t.co/GxoIW97XIu",0.0,0.0,0.0,1.0,Wed Mar 07 12:22:28 +0000 2018,A woman has found the world's oldest known message in a bottle after it washed up on an Australian beach. The messa… https://t.co/DqSAOVsEhf,0.0,0.0,0.0,1.0,Wed Mar 07 15:10:37 +0000 2018,".@PressSec: ""[#GaryCohn's] been an integral member of the administration and he's going to continue to be a voice t… https://t.co/RTI25d81hm",-0.3612,0.0,0.2,0.8,Wed Mar 07 08:32:07 +0000 2018,"Low-effort, high-reward cooking for when you're hungry and exhausted https://t.co/BisvP4ThKl https://t.co/BFtCXRh0IA"
64,0.7506,0.286,0.0,0.714,Mon Mar 05 09:30:07 +0000 2018,🎭🎬#Oscars outfits designed to dazzle - all the red carpet glamour from the 90th Academy Awards in pictures… https://t.co/iMBBXl75k0,0.1007,0.135,0.115,0.75,Wed Jan 31 17:05:47 +0000 2018,RT @survivorcbs: Get excited! 🙌 It’s finally time to meet the castaways of #Survivor: Ghost Island ☠ https://t.co/xQQ8ROhKbM https://t.co/P…,0.0,0.0,0.0,1.0,Wed Mar 07 12:20:07 +0000 2018,"5 things for Wednesday:

- White House
- Immigration
- North Korea
- UK and Russia
- Weather… https://t.co/JxyrsLSDqG",0.4404,0.195,0.0,0.805,Wed Mar 07 14:54:58 +0000 2018,'We're Always Faithful to One Another': Marine Donates Kidney to Fellow Marine https://t.co/7y99p7AeRE,0.0,0.0,0.0,1.0,Wed Mar 07 08:17:02 +0000 2018,RT @AKannapell: What We’re Reading: @JaneMayerNYer on Christopher Steele (via @jimrutenberg) and @nkulish on tallness in @topicstories (via…
65,0.0,0.0,0.0,1.0,Mon Mar 05 09:00:05 +0000 2018,😍 A rare pure-white stoat! https://t.co/VoR9jXJmk4,0.4588,0.188,0.0,0.812,Wed Jan 31 16:37:17 +0000 2018,"Country stars @EricChurch, @BrothersOsborne and @MarenMorris performed a touching tribute dedicated to the victims… https://t.co/YCIq9i70fd",0.0,0.0,0.0,1.0,Wed Mar 07 12:10:01 +0000 2018,"The Northeast is getting another winter storm, just after a weekend nor'easter brought wind, snow and flooding to t… https://t.co/I9eFuRo5zD",-0.9001,0.0,0.579,0.421,Wed Mar 07 14:51:45 +0000 2018,"Missouri police officer killed, 2 others wounded in shooting; suspect dead https://t.co/ah4FXgVmyL",0.4019,0.184,0.0,0.816,Wed Mar 07 08:09:43 +0000 2018,TRENDING: How Skipping Hotel Housekeeping Can Help the Environment and Your Wallet https://t.co/xygqPAPdZD
66,0.0,0.0,0.0,1.0,Mon Mar 05 08:30:04 +0000 2018,"Many personality traits can be observed but there are other hidden forces that shape who we are.
👉… https://t.co/aTsldl7s1z",0.1779,0.126,0.095,0.779,Wed Jan 31 06:55:30 +0000 2018,Missed the Man vs. Beast #SuperBowlCommercials showdown? Catch up now to find out which entertaining ad was named t… https://t.co/SlyO0n7yMX,0.0,0.0,0.0,1.0,Wed Mar 07 12:00:30 +0000 2018,Coca-Cola is launching an alcoholic drink in Japan https://t.co/MCpqpxSJT5 https://t.co/OwnrKWTpVh,-0.34,0.0,0.194,0.806,Wed Mar 07 14:22:32 +0000 2018,"20-year-old sues Dick's, Walmart over new gun policies (via @FoxBusiness) https://t.co/7yrhzGXh6U",0.0,0.0,0.0,1.0,Wed Mar 07 08:02:03 +0000 2018,"In one of China’s biggest cities, the women-only subway cars are full of men https://t.co/yvtLlhRESu"
67,0.0,0.0,0.0,1.0,Mon Mar 05 08:00:04 +0000 2018,"🐝🍯 How honey is collected.
#AmazingHotels https://t.co/UIJKlsamx5",-0.2263,0.179,0.252,0.569,Wed Jan 31 02:15:16 +0000 2018,"RT @rikimae: Ok, that one makes me cry #superbowlcommercials",0.0,0.0,0.0,1.0,Wed Mar 07 11:50:29 +0000 2018,The 2-year-old girl who was transfixed by a portrait of Michelle Obama last week got to meet the real person -- and… https://t.co/wqJLhdblCt,0.2732,0.164,0.111,0.725,Wed Mar 07 14:13:21 +0000 2018,".@TGowdySC: “The Department of Justice has a conflict, so they should not conduct this investigation… I think speci… https://t.co/VAjzWsCyiY",0.0,0.0,0.0,1.0,Wed Mar 07 07:38:54 +0000 2018,"The actress Cynthia Nixon is talking with 2 veteran Democratic political operatives, a sign that she may be moving… https://t.co/DUSvcFYKbv"
68,0.4019,0.184,0.089,0.726,Sun Mar 04 20:11:35 +0000 2018,RT @BBCNewsbeat: Miss Piggy has some strong feelings about this year's #Oscars selection 🙈😂 https://t.co/vzHGz8PtmD,-0.4767,0.0,0.256,0.744,Wed Jan 31 01:58:40 +0000 2018,"If this doesn’t make you cry, nothing will. #SuperBowlCommercials https://t.co/UjFf3xr4so",-0.4588,0.0,0.211,0.789,Wed Mar 07 11:42:05 +0000 2018,"""Dumpster fire"" is in the Merriam-Webster dictionary now, defined as ""an utterly calamitous or mismanaged situation… https://t.co/DRFxVBlH8g",0.0,0.0,0.0,1.0,Wed Mar 07 14:05:08 +0000 2018,'It Makes Me Angry': Biden Says Some Dems 'Don't Get' Blue-Collar Voters https://t.co/fJMaI5NlPC,0.0,0.0,0.0,1.0,Wed Mar 07 07:21:27 +0000 2018,One famous designer chair is oozing goop. Another has exploded into puffs of foam. A bookcase’s shelves bubbled as… https://t.co/3PXFWCB6Fn
69,0.8468,0.386,0.0,0.614,Sun Mar 04 19:00:05 +0000 2018,Sloths have survived for more than 60 million years - what makes them so successful?  https://t.co/H4BAA5kAOL,0.4939,0.256,0.119,0.625,Wed Jan 31 01:52:46 +0000 2018,"RT @maverickkr: #superbowlcommercials the frogs were great, I'd forgotten about that one.",-0.4939,0.083,0.229,0.688,Wed Mar 07 11:30:04 +0000 2018,"Gary Cohn's sudden resignation as President Trump's top economic adviser has rattled Wall Street, stoking fears the… https://t.co/NUZqX4ZWo7",0.296,0.121,0.0,0.879,Wed Mar 07 14:02:08 +0000 2018,.@WVGovernor: “Every aspect of what the Trump administration is doing is helping us in every way.” https://t.co/szzi9G6pzY,0.4404,0.132,0.0,0.868,Wed Mar 07 07:04:23 +0000 2018,"""It's always good news when you find penguins,"" a researcher says of the discovery of 1.5 million Adélie penguins i… https://t.co/RRHHQZW7LO"
70,0.4215,0.118,0.0,0.882,Sun Mar 04 18:59:39 +0000 2018,RT @BBCWorld: Watch this baby chimp being flown to a new home in DR Congo after it was rescued from poachers 🐒❤️ https://t.co/mZfGI8h6Gc,0.5093,0.19,0.0,0.81,Wed Jan 31 01:49:43 +0000 2018,"If you haven't voted yet, it's not too late! Choose your favorite here: https://t.co/s4pEIF5IX8… https://t.co/VCa1YHDyYy",0.0,0.0,0.0,1.0,Wed Mar 07 11:23:56 +0000 2018,"The Trump administration has quietly said it will consider big game trophy imports on a ""case-by-case"" basis… https://t.co/EYCc91kKuF",0.0,0.0,0.0,1.0,Wed Mar 07 13:47:05 +0000 2018,"RT @FoxBusiness: .@stevenmnuchin1: ""NAFTA is an old deal. [@POTUS] wants to renegotiate that deal."" https://t.co/QGgis0u789",0.4404,0.187,0.0,0.813,Wed Mar 07 06:48:04 +0000 2018,RT @nytimesworld: North Korea’s sudden willingness to bargain with the Trump administration over scrapping the North's atomic arsenal raise…
71,-0.3182,0.0,0.099,0.901,Sun Mar 04 18:00:09 +0000 2018,"🎬🏆 So you've got the critical acclaim, you've got the industry buzz, you might even have a Golden Globe in your dow… https://t.co/WdGFOHrFMZ",0.8261,0.434,0.0,0.566,Wed Jan 31 01:31:27 +0000 2018,RT @5691e44f3b66446: I am having so much fun ...the commercials are awesome #superbowlcommercials,-0.1027,0.09,0.11,0.8,Wed Mar 07 10:56:16 +0000 2018,"Gary Cohn's sudden resignation as President Donald Trump's top economic adviser has rattled Wall Street, stoking fe… https://t.co/WHgDWkDPLK",0.4767,0.227,0.0,0.773,Wed Mar 07 13:46:51 +0000 2018,"RT @FoxBusiness: .@stevenmnuchin1: ""This is about making sure that American companies have a level playing field."" https://t.co/Vp2VzPRena…",0.0,0.0,0.0,1.0,Wed Mar 07 06:41:56 +0000 2018,"Texas Democrats Surge to Polls, in Show of Anti-Trump Sentiment https://t.co/PBsqMXisUY"
72,0.4588,0.111,0.0,0.889,Sun Mar 04 16:57:46 +0000 2018,"RT @BBCWorld: What can we expect from the 90th Academy Awards? A lot has changed since last year. 

Here are eight reasons why the 2018 #Os…",0.8309,0.414,0.0,0.586,Wed Jan 31 01:29:10 +0000 2018,RT @LittleShelbyMae: Love watching the #superbowlcommercials all the animal ones are my favorite!!,-0.5574,0.0,0.247,0.753,Wed Mar 07 10:40:45 +0000 2018,Mississippi could be the first state with 15-week abortion ban https://t.co/eU8lTfOp2L https://t.co/a7oBl31scw,0.2023,0.096,0.0,0.904,Wed Mar 07 13:43:18 +0000 2018,".@SenatorTester: “Dodd-Frank, when passed after the meltdown… was an important piece of legislation to hold Wall St… https://t.co/YqoFBhSHu2",-0.8316,0.132,0.496,0.372,Wed Mar 07 06:21:01 +0000 2018,The organizer of the failed Fyre Festival pleaded guilty to federal fraud charges https://t.co/qCeFSNOPKz
73,0.6369,0.189,0.0,0.811,Sun Mar 04 16:30:12 +0000 2018,"❤️ After her double mastectomy, this woman found a unique way of learning to love her new breasts.
👉… https://t.co/KAxQxkQEow",0.6588,0.386,0.0,0.614,Wed Jan 31 01:24:16 +0000 2018,RT @PatHale915: Doritos time machine was great!   #superbowlcommercials,-0.5759,0.0,0.208,0.792,Wed Mar 07 10:30:16 +0000 2018,"The porn star known as Stormy Daniels is suing President Trump, claiming that he never signed a hush agreement abou… https://t.co/IPSNkHeZN7",0.0,0.0,0.0,1.0,Wed Mar 07 13:39:25 +0000 2018,.@SenatorTester: “I believe in the Second Amendment.” https://t.co/KZ4bm8cCtx,0.3182,0.145,0.086,0.769,Wed Mar 07 06:03:13 +0000 2018,"A cruise skeptic tries to enjoy 4 days on the high seas with his family, Mickey and a bunch of princesses https://t.co/novYdBgYIt"
74,0.3382,0.13,0.0,0.87,Sun Mar 04 15:30:29 +0000 2018,"He was almost a professional footballer! 😮

11 surprising things we learned from Matt Smith's Desert Island Discs:… https://t.co/TMfwinexEB",-0.5106,0.0,0.398,0.602,Wed Jan 31 01:18:37 +0000 2018,Never make a goat angry. #SuperBowlCommercials https://t.co/xRJssdAErk,-0.9648,0.0,0.608,0.392,Wed Mar 07 10:24:04 +0000 2018,"Detained. Beaten. Threatened with acid, rape and abuse. But the women protesting Iran's compulsory hijab law are no… https://t.co/stzgy7LKka",0.7269,0.303,0.0,0.697,Wed Mar 07 13:35:55 +0000 2018,".@SenatorTester: “We need to work to keep our kids safe, while respecting the Second Amendment.” https://t.co/5TEVk4bFvX",0.4588,0.179,0.094,0.726,Wed Mar 07 05:47:04 +0000 2018,"RT @nytimestravel: Did @jadabird, our 52 Places Traveler, love @DisneySprings. No. But she did have some magical moments. https://t.co/eojt…"
75,0.1779,0.124,0.0,0.876,Sun Mar 04 15:00:06 +0000 2018,🍫 Meet the teenage chocolatier joining the ranks of Scotland's growing chocolate sector. https://t.co/FeIVc3FeZC,0.0,0.0,0.0,1.0,Wed Jan 31 01:17:37 +0000 2018,RT @MsLindsieStarr: That dang goat! #Doritos #superbowlcommercials,-0.5267,0.096,0.196,0.708,Wed Mar 07 09:59:28 +0000 2018,The US government says it's sanctioning North Korea after deeming its government responsible for the murder of Kim… https://t.co/sicW5sp56a,-0.296,0.0,0.136,0.864,Wed Mar 07 13:31:14 +0000 2018,OPINION: Trump’s North Korea pressure campaign is working -- Here’s what must happen next https://t.co/kn5GqGIAE1,0.0,0.0,0.0,1.0,Wed Mar 07 05:32:02 +0000 2018,How the shape of your ears affects what you hear https://t.co/Dzj8tebpZE
76,0.0498,0.18,0.17,0.65,Sun Mar 04 14:03:03 +0000 2018,"Two landscape artists begin a romance whilst working at Versailles. ❤️️🌷🎬

A Little Chaos | @BBCiPlayer |… https://t.co/szKKosJ2K2",0.7525,0.349,0.0,0.651,Wed Jan 31 01:16:15 +0000 2018,Do you remember this Super Bowl commercial featuring @KevinHart4real playing an overprotective father?… https://t.co/ejLnTEG5ug,0.5413,0.249,0.108,0.643,Wed Mar 07 09:47:40 +0000 2018,China's most popular social media app has amassed 1 billion users. But it's going to have trouble attracting anothe… https://t.co/gBO0wEVKpB,0.2732,0.208,0.0,0.792,Wed Mar 07 13:29:54 +0000 2018,.@RepKevinBrady: The president feels strongly about trade. @foxandfriends https://t.co/7UksdtVPEx,0.3895,0.18,0.077,0.743,Wed Mar 07 05:17:02 +0000 2018,"RT @nytopinion: I got my son involuntarily committed, and it backfired. Laws like the Baker Act aren't a solution to our mental health cris…"
77,0.802,0.298,0.0,0.702,Sun Mar 04 13:46:48 +0000 2018,"RT @BBCSportWales: Can't get enough of this.

Welcome to the wonderful world of football analogies - starring @SwansOfficial manager Carlos…",0.0,0.0,0.0,1.0,Wed Jan 31 01:08:01 +0000 2018,RT @dRoy: Homework will take a break for now. #superbowlcommercials on cbs is on 👌,0.0,0.0,0.0,1.0,Wed Mar 07 09:35:03 +0000 2018,"The USS Carl Vinson has moored just off the coast of Da Nang, Vietnam. It is the first time a US Navy aircraft carr… https://t.co/Re0BRv8AKu",-0.4019,0.0,0.252,0.748,Wed Mar 07 13:27:41 +0000 2018,"Plane crashes into Florida home, two people injured https://t.co/TKSV1YFHaq",0.0,0.0,0.0,1.0,Wed Mar 07 05:02:10 +0000 2018,Here's the 2018 election calendar https://t.co/eEQxkRTuXK
78,0.2263,0.101,0.0,0.899,Sun Mar 04 13:30:06 +0000 2018,"🍿🎞 From #IsleOfDogs to #TombRaider, here are 9 films worth heading to the movies for in March. 
👉… https://t.co/y1xGGocMuA",0.8516,0.58,0.0,0.42,Wed Jan 31 01:04:34 +0000 2018,RT @Mixxxalv: Watching #superbowlcommercials let the best win!,-0.796,0.0,0.262,0.738,Wed Mar 07 09:22:57 +0000 2018,"At least 78 people have died in Nigeria with hundreds more infected in an outbreak of Lassa fever, the Nigeria Cent… https://t.co/itaVcs8lvo",0.4588,0.182,0.0,0.818,Wed Mar 07 13:19:38 +0000 2018,"Sgt. Bryan Weber: “Of course I’m going to want to do what I can, my part, to help him.” @foxandfriends https://t.co/qaDx16PN0H",-0.7717,0.168,0.518,0.314,Wed Mar 07 04:58:41 +0000 2018,Organizer of Failed Fyre Festival Pleads Guilty to Fraud https://t.co/trsShlQG88
79,0.0,0.0,0.0,1.0,Sun Mar 04 12:57:19 +0000 2018,"RT @BBCWomansHour: 👀🎥 @LadyBirdMovie's up for FIVE #Oscars this weekend 🙌 @Saoirse_Ronan talks to us about the film's appeal, her real-life…",0.8442,0.351,0.0,0.649,Wed Jan 31 01:00:35 +0000 2018,Super Bowl Greatest Commercials 2018 hosts @7BOOMERESIASON and @DanielaRuah are moments away from announcing the tw… https://t.co/cKM1WXPc9u,-0.1027,0.122,0.139,0.739,Wed Mar 07 09:10:50 +0000 2018,"The powerful ""bomb cyclone"" that battered the Northeast over the weekend also uncovered the wreckage of a ship that… https://t.co/y2NnFsg8dR",0.4404,0.139,0.0,0.861,Wed Mar 07 13:10:03 +0000 2018,"“We’re always faithful to one another. We don’t believe in leaving one behind.""

WATCH: U.S. Marine donates kidney… https://t.co/w4pkPk4Cgj",0.0,0.0,0.0,1.0,Wed Mar 07 04:47:04 +0000 2018,"An employee at OpenTable booked hundreds of tables at Chicago restaurants, using a rival service, with the intent o… https://t.co/83eBHqdn0t"
